"","gene_1","gene_2","gene_3","gene_4","gene_5","gene_6","gene_7","gene_8","gene_9","gene_10","gene_11","gene_12","gene_13","gene_14","gene_15","gene_16","gene_17","gene_18","gene_19","gene_20","gene_21","gene_22","gene_23","gene_24","gene_25","gene_26","gene_27","gene_28","gene_29","gene_30","gene_31","gene_32","gene_33","gene_34","gene_35","gene_36","gene_37","gene_38","gene_39","gene_40","gene_41","gene_42","gene_43","gene_44","gene_45","gene_46","gene_47","gene_48","gene_49","gene_50","gene_51","gene_52","gene_53","gene_54","gene_55","gene_56","gene_57","gene_58","gene_59","gene_60","gene_61","gene_62","gene_63","gene_64","gene_65","gene_66","gene_67","gene_68","gene_69","gene_70","gene_71","gene_72","gene_73","gene_74","gene_75","gene_76","gene_77","gene_78","gene_79","gene_80","gene_81","gene_82","gene_83","gene_84","gene_85","gene_90","gene_91","gene_98","gene_110","gene_111","gene_130","gene_135","gene_169","gene_200","gene_201"
"OG0000645:","fig|1196095.96.peg.2384","fig|1196095.120.peg.2397","fig|1196095.119.peg.1997","fig|1196095.109.peg.361","fig|1196095.102.peg.2382","fig|1196095.128.peg.1720","fig|1196095.106.peg.2190","fig|1196095.123.peg.2170","fig|1196095.129.peg.1251","fig|1196095.133.peg.3225","fig|1196095.107.peg.1390","fig|1196095.98.peg.1681","fig|1196095.99.peg.650","fig|1196095.125.peg.1638","fig|1196095.112.peg.69","fig|1196095.130.peg.1961","fig|1196095.114.peg.414","fig|1196095.122.peg.1977","fig|1196095.105.peg.2109","fig|1196095.124.peg.2463","fig|1196095.134.peg.2102","fig|1196095.113.peg.1059","fig|1196095.108.peg.932","fig|1196095.115.peg.2148","fig|1196095.121.peg.1050","fig|1196095.117.peg.2666","fig|1196095.127.peg.39","fig|1196095.132.peg.1729","fig|1196095.126.peg.1656","fig|1196095.97.peg.2176","fig|1196095.104.peg.641","fig|1196095.111.peg.2463","fig|1196095.118.peg.2544","fig|1196095.135.peg.1297","fig|1196095.100.peg.969","fig|1196095.101.peg.327","fig|1196095.94.peg.730","fig|1196095.103.peg.1161","fig|1196095.131.peg.430","fig|1196095.116.peg.2370","fig|1196095.95.peg.1018","fig|1196095.110.peg.1878","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0000722:","fig|1196095.95.peg.1566","fig|1196095.110.peg.2303","fig|1196095.108.peg.909","fig|1196095.100.peg.1158","fig|1196095.117.peg.651","fig|1196095.116.peg.11","fig|1196095.97.peg.2191","fig|1196095.99.peg.1368","fig|1196095.104.peg.2214","fig|1196095.133.peg.812","fig|1196095.94.peg.600","fig|1196095.135.peg.1846","fig|1196095.119.peg.1392","fig|1196095.126.peg.526","fig|1196095.120.peg.2412","fig|1196095.101.peg.881","fig|1196095.122.peg.507","fig|1196095.111.peg.2609","fig|1196095.114.peg.819","fig|1196095.129.peg.1816","fig|1196095.96.peg.1707","fig|1196095.134.peg.97","fig|1196095.115.peg.646","fig|1196095.128.peg.1815","fig|1196095.105.peg.2049","fig|1196095.131.peg.251","fig|1196095.127.peg.637","fig|1196095.103.peg.1589","fig|1196095.124.peg.2621","fig|1196095.102.peg.1746","fig|1196095.112.peg.59","fig|1196095.107.peg.1400","fig|1196095.106.peg.623","fig|1196095.123.peg.1346","fig|1196095.132.peg.659","fig|1196095.121.peg.1244","fig|1196095.130.peg.99","fig|1196095.118.peg.706","fig|1196095.98.peg.1000","fig|1196095.125.peg.1835","fig|1196095.109.peg.727","fig|1196095.113.peg.1036","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0000754:","fig|1196095.131.peg.390","fig|1196095.117.peg.1576","fig|1196095.113.peg.1240","fig|1196095.114.peg.449","fig|1196095.120.peg.1816","fig|1196095.107.peg.1090","fig|1196095.102.peg.1957","fig|1196095.116.peg.1466","fig|1196095.97.peg.1761","fig|1196095.133.peg.3320","fig|1196095.134.peg.1065","fig|1196095.96.peg.571","fig|1196095.121.peg.219","fig|1196095.130.peg.1920","fig|1196095.111.peg.2145","fig|1196095.115.peg.2185","fig|1196095.127.peg.79","fig|1196095.109.peg.2050","fig|1196095.108.peg.29","fig|1196095.103.peg.825","fig|1196095.104.peg.1906","fig|1196095.125.peg.101","fig|1196095.106.peg.207","fig|1196095.99.peg.2161","fig|1196095.132.peg.1764","fig|1196095.129.peg.1212","fig|1196095.119.peg.2038","fig|1196095.128.peg.178","fig|1196095.101.peg.1603","fig|1196095.126.peg.560","fig|1196095.100.peg.1301","fig|1196095.123.peg.2133","fig|1196095.95.peg.1316","fig|1196095.118.peg.356","fig|1196095.124.peg.1389","fig|1196095.98.peg.636","fig|1196095.94.peg.1331","fig|1196095.110.peg.2406","fig|1196095.112.peg.1967","fig|1196095.122.peg.1943","fig|1196095.105.peg.546","fig|1196095.135.peg.1177","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0000757:","fig|1196095.123.peg.2137","fig|1196095.102.peg.1961","fig|1196095.115.peg.2181","fig|1196095.117.peg.1572","fig|1196095.125.peg.105","fig|1196095.95.peg.520","fig|1196095.97.peg.1766","fig|1196095.122.peg.1947","fig|1196095.116.peg.1470","fig|1196095.133.peg.1507","fig|1196095.130.peg.1924","fig|1196095.129.peg.1216","fig|1196095.112.peg.1963","fig|1196095.120.peg.1821","fig|1196095.131.peg.395","fig|1196095.109.peg.2046","fig|1196095.103.peg.829","fig|1196095.105.peg.2459","fig|1196095.114.peg.445","fig|1196095.134.peg.1069","fig|1196095.99.peg.2157","fig|1196095.106.peg.283","fig|1196095.113.peg.1236","fig|1196095.107.peg.1094","fig|1196095.94.peg.178","fig|1196095.108.peg.25","fig|1196095.119.peg.2034","fig|1196095.100.peg.1305","fig|1196095.132.peg.1760","fig|1196095.104.peg.1902","fig|1196095.101.peg.1607","fig|1196095.118.peg.360","fig|1196095.126.peg.564","fig|1196095.96.peg.575","fig|1196095.98.peg.640","fig|1196095.128.peg.182","fig|1196095.110.peg.2410","fig|1196095.124.peg.1385","fig|1196095.111.peg.2149","fig|1196095.135.peg.1173","fig|1196095.127.peg.75","fig|1196095.121.peg.223","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0000804:","fig|1196095.128.peg.1934","fig|1196095.112.peg.1272","fig|1196095.94.peg.502","fig|1196095.132.peg.1486","fig|1196095.120.peg.115","fig|1196095.105.peg.565","fig|1196095.125.peg.1282","fig|1196095.113.peg.1908","fig|1196095.117.peg.1309","fig|1196095.133.peg.3211","fig|1196095.121.peg.37","fig|1196095.118.peg.2167","fig|1196095.126.peg.1395","fig|1196095.99.peg.2287","fig|1196095.110.peg.129","fig|1196095.101.peg.557","fig|1196095.95.peg.88","fig|1196095.104.peg.411","fig|1196095.130.peg.625","fig|1196095.116.peg.1396","fig|1196095.97.peg.732","fig|1196095.100.peg.1477","fig|1196095.123.peg.1792","fig|1196095.98.peg.1767","fig|1196095.119.peg.864","fig|1196095.109.peg.1590","fig|1196095.106.peg.499","fig|1196095.96.peg.2247","fig|1196095.114.peg.1829","fig|1196095.127.peg.1662","fig|1196095.102.peg.165","fig|1196095.107.peg.271","fig|1196095.129.peg.714","fig|1196095.131.peg.1460","fig|1196095.108.peg.2014","fig|1196095.111.peg.2186","fig|1196095.134.peg.1828","fig|1196095.103.peg.1242","fig|1196095.115.peg.375","fig|1196095.122.peg.101","fig|1196095.124.peg.2154","fig|1196095.135.peg.367","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0000812:","fig|1196095.95.peg.2203","fig|1196095.107.peg.411","fig|1196095.99.peg.1478","fig|1196095.96.peg.927","fig|1196095.121.peg.1757","fig|1196095.98.peg.2280","fig|1196095.101.peg.595","fig|1196095.122.peg.324","fig|1196095.102.peg.385","fig|1196095.133.peg.2944","fig|1196095.110.peg.487","fig|1196095.128.peg.1961","fig|1196095.104.peg.379","fig|1196095.135.peg.345","fig|1196095.118.peg.2000","fig|1196095.94.peg.529","fig|1196095.119.peg.955","fig|1196095.129.peg.2071","fig|1196095.115.peg.412","fig|1196095.123.peg.1760","fig|1196095.106.peg.320","fig|1196095.126.peg.1283","fig|1196095.117.peg.1406","fig|1196095.130.peg.646","fig|1196095.108.peg.2003","fig|1196095.132.peg.1472","fig|1196095.97.peg.582","fig|1196095.120.peg.1539","fig|1196095.114.peg.1852","fig|1196095.103.peg.1260","fig|1196095.116.peg.1780","fig|1196095.111.peg.901","fig|1196095.125.peg.1259","fig|1196095.109.peg.1440","fig|1196095.100.peg.1517","fig|1196095.112.peg.939","fig|1196095.124.peg.2168","fig|1196095.127.peg.1683","fig|1196095.131.peg.1478","fig|1196095.105.peg.1120","fig|1196095.113.peg.811","fig|1196095.134.peg.1808","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0000836:","fig|1196095.97.peg.802","fig|1196095.109.peg.1303","fig|1196095.121.peg.1707","fig|1196095.110.peg.2625","fig|1196095.106.peg.460","fig|1196095.128.peg.2019","fig|1196095.127.peg.1728","fig|1196095.120.peg.2189","fig|1196095.118.peg.836","fig|1196095.133.peg.2969","fig|1196095.98.peg.200","fig|1196095.108.peg.2107","fig|1196095.117.peg.2403","fig|1196095.126.peg.1239","fig|1196095.135.peg.296","fig|1196095.101.peg.638","fig|1196095.131.peg.1525","fig|1196095.122.peg.274","fig|1196095.114.peg.1902","fig|1196095.129.peg.2116","fig|1196095.107.peg.156","fig|1196095.116.peg.413","fig|1196095.104.peg.1286","fig|1196095.125.peg.1210","fig|1196095.99.peg.822","fig|1196095.95.peg.2143","fig|1196095.124.peg.1071","fig|1196095.105.peg.2445","fig|1196095.134.peg.1758","fig|1196095.112.peg.1201","fig|1196095.130.peg.697","fig|1196095.103.peg.1304","fig|1196095.102.peg.1011","fig|1196095.111.peg.2575","fig|1196095.94.peg.1981","fig|1196095.123.peg.1711","fig|1196095.96.peg.1723","fig|1196095.113.peg.134","fig|1196095.115.peg.459","fig|1196095.132.peg.1428","fig|1196095.100.peg.1561","fig|1196095.119.peg.346","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0001001:","fig|1196095.94.peg.1415","fig|1196095.97.peg.2143","fig|1196095.111.peg.2495","fig|1196095.100.peg.998","fig|1196095.101.peg.356","fig|1196095.124.peg.2430","fig|1196095.118.peg.2512","fig|1196095.130.peg.1997","fig|1196095.128.peg.1680","fig|1196095.133.peg.3422","fig|1196095.99.peg.793","fig|1196095.95.peg.1054","fig|1196095.103.peg.1132","fig|1196095.98.peg.152","fig|1196095.106.peg.1580","fig|1196095.122.peg.2012","fig|1196095.112.peg.99","fig|1196095.125.peg.1604","fig|1196095.96.peg.2354","fig|1196095.126.peg.1627","fig|1196095.134.peg.2067","fig|1196095.113.peg.708","fig|1196095.114.peg.379","fig|1196095.109.peg.817","fig|1196095.129.peg.1288","fig|1196095.107.peg.1358","fig|1196095.123.peg.2204","fig|1196095.116.peg.2338","fig|1196095.115.peg.2111","fig|1196095.108.peg.369","fig|1196095.127.peg.8","fig|1196095.132.peg.1698","fig|1196095.120.peg.2362","fig|1196095.135.peg.1330","fig|1196095.131.peg.461","fig|1196095.121.peg.1015","fig|1196095.117.peg.2698","fig|1196095.110.peg.1910","fig|1196095.105.peg.2142","fig|1196095.119.peg.1963","fig|1196095.104.peg.673","fig|1196095.102.peg.810","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0001029:","fig|1196095.100.peg.1750","fig|1196095.120.peg.2153","fig|1196095.116.peg.1626","fig|1196095.107.peg.1273","fig|1196095.121.peg.1652","fig|1196095.115.peg.502","fig|1196095.103.peg.1461","fig|1196095.117.peg.333","fig|1196095.99.peg.1268","fig|1196095.133.peg.3534","fig|1196095.104.peg.288","fig|1196095.102.peg.2180","fig|1196095.122.peg.232","fig|1196095.131.peg.1568","fig|1196095.112.peg.739","fig|1196095.125.peg.1152","fig|1196095.111.peg.1199","fig|1196095.135.peg.1409","fig|1196095.113.peg.2093","fig|1196095.110.peg.1765","fig|1196095.101.peg.792","fig|1196095.127.peg.1775","fig|1196095.108.peg.1289","fig|1196095.124.peg.2195","fig|1196095.123.peg.1667","fig|1196095.109.peg.2330","fig|1196095.97.peg.561","fig|1196095.94.peg.1936","fig|1196095.95.peg.2098","fig|1196095.105.peg.1146","fig|1196095.134.peg.1712","fig|1196095.98.peg.130","fig|1196095.114.peg.1945","fig|1196095.129.peg.2164","fig|1196095.118.peg.1973","fig|1196095.106.peg.350","fig|1196095.119.peg.385","fig|1196095.126.peg.141","fig|1196095.96.peg.181","fig|1196095.128.peg.2064","fig|1196095.130.peg.743","fig|1196095.132.peg.1382","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0001104:","fig|1196095.102.peg.2045","fig|1196095.101.peg.2004","fig|1196095.96.peg.847","fig|1196095.123.peg.96","fig|1196095.98.peg.916","fig|1196095.122.peg.1255","fig|1196095.118.peg.780","fig|1196095.130.peg.989","fig|1196095.127.peg.1095","fig|1196095.133.peg.2514","fig|1196095.112.peg.126","fig|1196095.114.peg.1143","fig|1196095.120.peg.1453","fig|1196095.115.peg.1536","fig|1196095.128.peg.1139","fig|1196095.126.peg.1833","fig|1196095.116.peg.2790","fig|1196095.110.peg.1240","fig|1196095.95.peg.1792","fig|1196095.131.peg.698","fig|1196095.119.peg.108","fig|1196095.94.peg.1601","fig|1196095.99.peg.737","fig|1196095.97.peg.1322","fig|1196095.125.peg.727","fig|1196095.132.peg.86","fig|1196095.111.peg.1525","fig|1196095.107.peg.917","fig|1196095.103.peg.1666","fig|1196095.134.peg.2220","fig|1196095.108.peg.1420","fig|1196095.117.peg.2015","fig|1196095.100.peg.266","fig|1196095.106.peg.2162","fig|1196095.99.peg.899","fig|1196095.104.peg.117","fig|1196095.121.peg.2432","fig|1196095.135.peg.1035","fig|1196095.124.peg.711","fig|1196095.129.peg.150","fig|1196095.109.peg.1486","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0001133:","fig|1196095.113.peg.1982","fig|1196095.108.peg.396","fig|1196095.97.peg.1410","fig|1196095.130.peg.1150","fig|1196095.122.peg.1847","fig|1196095.131.peg.941","fig|1196095.121.peg.665","fig|1196095.125.peg.1718","fig|1196095.128.peg.2058","fig|1196095.133.peg.2597","fig|1196095.133.peg.1367","fig|1196095.128.peg.851","fig|1196095.132.peg.1199","fig|1196095.121.peg.1147","fig|1196095.127.peg.262","fig|1196095.133.peg.2403","fig|1196095.119.peg.1155","fig|1196095.115.peg.496","fig|1196095.131.peg.1562","fig|1196095.134.peg.1655","fig|1196095.102.peg.631","fig|1196095.114.peg.1357","fig|1196095.122.peg.239","fig|1196095.123.peg.993","fig|1196095.112.peg.1951","fig|1196095.132.peg.225","fig|1196095.129.peg.2158","fig|1196095.120.peg.1019","fig|1196095.107.peg.1036","fig|1196095.129.peg.379","fig|1196095.127.peg.2123","fig|1196095.128.peg.474","fig|1196095.101.peg.282","fig|1196095.134.peg.1717","fig|1196095.125.peg.2486","fig|1196095.129.peg.1830","fig|1196095.103.peg.920","fig|1196095.100.peg.439","fig|1196095.114.peg.1939","fig|1196095.123.peg.1673","fig|1196095.115.peg.972","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0001150:","fig|1196095.128.peg.726","fig|1196095.107.peg.660","fig|1196095.134.peg.1212","fig|1196095.115.peg.799","fig|1196095.135.peg.1590","fig|1196095.123.peg.1203","fig|1196095.106.peg.2121","fig|1196095.94.peg.1100","fig|1196095.99.peg.1486","fig|1196095.133.peg.1639","fig|1196095.116.peg.1536","fig|1196095.121.peg.1414","fig|1196095.130.peg.310","fig|1196095.131.peg.1717","fig|1196095.120.peg.518","fig|1196095.124.peg.1533","fig|1196095.100.peg.651","fig|1196095.95.peg.575","fig|1196095.97.peg.1809","fig|1196095.110.peg.671","fig|1196095.122.peg.649","fig|1196095.98.peg.689","fig|1196095.132.peg.598","fig|1196095.127.peg.800","fig|1196095.101.peg.1009","fig|1196095.108.peg.631","fig|1196095.125.peg.426","fig|1196095.113.peg.1550","fig|1196095.119.peg.1492","fig|1196095.103.peg.304","fig|1196095.102.peg.1997","fig|1196095.109.peg.1997","fig|1196095.117.peg.1508","fig|1196095.118.peg.1760","fig|1196095.104.peg.2536","fig|1196095.129.peg.1979","fig|1196095.111.peg.2372","fig|1196095.126.peg.665","fig|1196095.114.peg.958","fig|1196095.112.peg.1636","fig|1196095.105.peg.522","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0001368:","fig|1196095.110.peg.2102","fig|1196095.126.peg.1133","fig|1196095.97.peg.1003","fig|1196095.122.peg.894","fig|1196095.134.peg.2424","fig|1196095.121.peg.323","fig|1196095.95.peg.1491","fig|1196095.96.peg.1396","fig|1196095.102.peg.1264","fig|1196095.133.peg.1035","fig|1196095.115.peg.1742","fig|1196095.113.peg.215","fig|1196095.116.peg.1820","fig|1196095.101.peg.151","fig|1196095.98.peg.1844","fig|1196095.94.peg.967","fig|1196095.112.peg.1669","fig|1196095.109.peg.641","fig|1196095.99.peg.1906","fig|1196095.107.peg.725","fig|1196095.123.peg.483","fig|1196095.100.peg.410","fig|1196095.118.peg.2089","fig|1196095.117.peg.1426","fig|1196095.105.peg.1713","fig|1196095.120.peg.1518","fig|1196095.130.peg.1337","fig|1196095.125.peg.542","fig|1196095.135.peg.1941","fig|1196095.119.peg.1779","fig|1196095.129.peg.1561","fig|1196095.132.peg.721","fig|1196095.108.peg.765","fig|1196095.114.peg.580","fig|1196095.104.peg.1674","fig|1196095.111.peg.738","fig|1196095.103.peg.595","fig|1196095.124.peg.918","fig|1196095.127.peg.489","fig|1196095.128.peg.1409","fig|1196095.131.peg.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0001568:","fig|1196095.125.peg.926","fig|1196095.132.peg.462","fig|1196095.112.peg.277","fig|1196095.120.peg.1744","fig|1196095.121.peg.824","fig|1196095.98.peg.563","fig|1196095.109.peg.2123","fig|1196095.114.peg.916","fig|1196095.123.peg.1245","fig|1196095.133.peg.3382","fig|1196095.129.peg.1064","fig|1196095.118.peg.2046","fig|1196095.130.peg.1850","fig|1196095.115.peg.755","fig|1196095.128.peg.2670","fig|1196095.113.peg.42","fig|1196095.106.peg.1342","fig|1196095.111.peg.2027","fig|1196095.105.peg.2290","fig|1196095.124.peg.495","fig|1196095.102.peg.405","fig|1196095.119.peg.1449","fig|1196095.97.peg.1729","fig|1196095.107.peg.1308","fig|1196095.122.peg.607","fig|1196095.99.peg.1164","fig|1196095.135.peg.1736","fig|1196095.108.peg.2027","fig|1196095.134.peg.994","fig|1196095.131.peg.1896","fig|1196095.116.peg.2029","fig|1196095.104.peg.1965","fig|1196095.127.peg.746","fig|1196095.110.peg.2348","fig|1196095.117.peg.2583","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0001671:","fig|1196095.104.peg.1237","fig|1196095.125.peg.1112","fig|1196095.117.peg.184","fig|1196095.124.peg.1166","fig|1196095.102.peg.1483","fig|1196095.95.peg.1407","fig|1196095.120.peg.837","fig|1196095.116.peg.614","fig|1196095.107.peg.1517","fig|1196095.133.peg.3199","fig|1196095.99.peg.2053","fig|1196095.109.peg.5","fig|1196095.97.peg.1946","fig|1196095.128.peg.2515","fig|1196095.129.peg.2200","fig|1196095.105.peg.2409","fig|1196095.121.peg.1612","fig|1196095.96.peg.2386","fig|1196095.98.peg.444","fig|1196095.111.peg.1416","fig|1196095.132.peg.760","fig|1196095.106.peg.2342","fig|1196095.135.peg.1440","fig|1196095.119.peg.1934","fig|1196095.112.peg.348","fig|1196095.134.peg.2124","fig|1196095.94.peg.1085","fig|1196095.130.peg.1725","fig|1196095.118.peg.657","fig|1196095.110.peg.1789","fig|1196095.127.peg.837","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0001679:","fig|1196095.129.peg.1901","fig|1196095.121.peg.783","fig|1196095.121.peg.1499","fig|1196095.115.peg.2287","fig|1196095.121.peg.782","fig|1196095.122.peg.2086","fig|1196095.125.peg.2318","fig|1196095.130.peg.389","fig|1196095.122.peg.2087","fig|1196095.133.peg.2121","fig|1196095.121.peg.1500","fig|1196095.114.peg.1682","fig|1196095.114.peg.1681","fig|1196095.134.peg.1609","fig|1196095.134.peg.1610","fig|1196095.130.peg.388","fig|1196095.129.peg.1900","fig|1196095.125.peg.257","fig|1196095.133.peg.2122","fig|1196095.125.peg.258","fig|1196095.123.peg.2039","fig|1196095.131.peg.1797","fig|1196095.131.peg.1796","fig|1196095.122.peg.912","fig|1196095.125.peg.2319","fig|1196095.128.peg.688","fig|1196095.128.peg.687","fig|1196095.123.peg.2038","fig|1196095.133.peg.3037","fig|1196095.133.peg.2934","fig|1196095.115.peg.2286","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0001694:","fig|1196095.109.peg.1639","fig|1196095.135.peg.318","fig|1196095.97.peg.781","fig|1196095.118.peg.857","fig|1196095.94.peg.557","fig|1196095.108.peg.2086","fig|1196095.110.peg.2143","fig|1196095.116.peg.752","fig|1196095.102.peg.1044","fig|1196095.133.peg.3319","fig|1196095.121.peg.1728","fig|1196095.99.peg.663","fig|1196095.120.peg.2210","fig|1196095.124.peg.1102","fig|1196095.134.peg.1779","fig|1196095.95.peg.2175","fig|1196095.123.peg.1732","fig|1196095.130.peg.676","fig|1196095.96.peg.957","fig|1196095.117.peg.1940","fig|1196095.105.peg.2415","fig|1196095.112.peg.1222","fig|1196095.125.peg.1231","fig|1196095.122.peg.295","fig|1196095.104.peg.2338","fig|1196095.113.peg.155","fig|1196095.111.peg.2670","fig|1196095.98.peg.1816","fig|1196095.107.peg.133","fig|1196095.114.peg.1881","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0001723:","fig|1196095.112.peg.1397","fig|1196095.130.peg.814","fig|1196095.117.peg.2163","fig|1196095.104.peg.1761","fig|1196095.109.peg.2388","fig|1196095.107.peg.2088","fig|1196095.115.peg.2034","fig|1196095.102.peg.24","fig|1196095.99.peg.1623","fig|1196095.133.peg.3686","fig|1196095.120.peg.1938","fig|1196095.127.peg.1528","fig|1196095.132.peg.1659","fig|1196095.131.peg.810","fig|1196095.111.peg.1336","fig|1196095.96.peg.668","fig|1196095.122.peg.356","fig|1196095.97.peg.1615","fig|1196095.124.peg.148","fig|1196095.110.peg.1514","fig|1196095.118.peg.1198","fig|1196095.113.peg.974","fig|1196095.108.peg.983","fig|1196095.98.peg.760","fig|1196095.106.peg.1757","fig|1196095.134.peg.804","fig|1196095.105.peg.875","fig|1196095.116.peg.884","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0001730:","fig|1196095.109.peg.1370","fig|1196095.98.peg.1403","fig|1196095.118.peg.1239","fig|1196095.108.peg.2084","fig|1196095.115.peg.438","fig|1196095.120.peg.1610","fig|1196095.110.peg.1132","fig|1196095.122.peg.297","fig|1196095.96.peg.719","fig|1196095.133.peg.3317","fig|1196095.113.peg.157","fig|1196095.117.peg.2121","fig|1196095.116.peg.839","fig|1196095.134.peg.1781","fig|1196095.121.peg.1730","fig|1196095.123.peg.1734","fig|1196095.125.peg.1233","fig|1196095.130.peg.674","fig|1196095.97.peg.353","fig|1196095.114.peg.1879","fig|1196095.106.peg.421","fig|1196095.107.peg.2205","fig|1196095.104.peg.1807","fig|1196095.105.peg.478","fig|1196095.111.peg.1292","fig|1196095.102.peg.1042","fig|1196095.124.peg.101","fig|1196095.99.peg.181","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0001747:","fig|1196095.135.peg.1947","fig|1196095.99.peg.1853","fig|1196095.130.peg.1332","fig|1196095.119.peg.1784","fig|1196095.110.peg.437","fig|1196095.116.peg.1827","fig|1196095.97.peg.933","fig|1196095.120.peg.1513","fig|1196095.107.peg.1762","fig|1196095.133.peg.722","fig|1196095.109.peg.589","fig|1196095.106.peg.365","fig|1196095.95.peg.1497","fig|1196095.134.peg.2419","fig|1196095.98.peg.1897","fig|1196095.94.peg.973","fig|1196095.112.peg.1664","fig|1196095.104.peg.1659","fig|1196095.124.peg.924","fig|1196095.102.peg.1159","fig|1196095.117.peg.1433","fig|1196095.108.peg.760","fig|1196095.118.peg.2082","fig|1196095.113.peg.210","fig|1196095.105.peg.1720","fig|1196095.111.peg.1711","fig|1196095.96.peg.1391","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0001780:","fig|1196095.125.peg.1876","fig|1196095.127.peg.1307","fig|1196095.131.peg.1983","fig|1196095.117.peg.1592","fig|1196095.114.peg.777","fig|1196095.124.peg.529","fig|1196095.104.peg.2598","fig|1196095.110.peg.234","fig|1196095.121.peg.1352","fig|1196095.133.peg.2950","fig|1196095.118.peg.441","fig|1196095.135.peg.2277","fig|1196095.128.peg.1383","fig|1196095.123.peg.1389","fig|1196095.134.peg.1229","fig|1196095.111.peg.236","fig|1196095.119.peg.1540","fig|1196095.116.peg.2004","fig|1196095.130.peg.1448","fig|1196095.106.peg.1963","fig|1196095.104.peg.2597","fig|1196095.132.peg.1911","fig|1196095.122.peg.1","fig|1196095.129.peg.1778","fig|1196095.105.peg.723","fig|1196095.115.peg.212","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0001792:","fig|1196095.106.peg.1712","fig|1196095.113.peg.251","fig|1196095.99.peg.1831","fig|1196095.125.peg.1411","fig|1196095.121.peg.2703","fig|1196095.110.peg.1648","fig|1196095.118.peg.1854","fig|1196095.128.peg.1450","fig|1196095.116.peg.2226","fig|1196095.133.peg.3287","fig|1196095.104.peg.742","fig|1196095.96.peg.641","fig|1196095.107.peg.2128","fig|1196095.109.peg.1226","fig|1196095.98.peg.1170","fig|1196095.130.peg.2179","fig|1196095.102.peg.587","fig|1196095.115.peg.1115","fig|1196095.108.peg.1568","fig|1196095.120.peg.1080","fig|1196095.134.peg.1422","fig|1196095.117.peg.1081","fig|1196095.105.peg.2347","fig|1196095.111.peg.1083","fig|1196095.124.peg.2311","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
