"","gene_1","gene_2","gene_3","gene_4","gene_5","gene_6","gene_7","gene_8","gene_9","gene_10","gene_11","gene_12","gene_13","gene_14","gene_15","gene_16","gene_17","gene_18","gene_19","gene_20","gene_21","gene_22","gene_23","gene_24","gene_25","gene_26","gene_27","gene_28","gene_29","gene_30","gene_31","gene_32","gene_33","gene_34","gene_35","gene_36","gene_37","gene_38","gene_39","gene_40","gene_41","gene_42","gene_43","gene_44","gene_45","gene_46","gene_47","gene_48","gene_49","gene_50","gene_51","gene_52","gene_53","gene_54","gene_55","gene_56","gene_57","gene_58","gene_59","gene_60","gene_61","gene_62","gene_63","gene_64","gene_65","gene_66","gene_67","gene_68","gene_69","gene_70","gene_71","gene_72","gene_73","gene_74","gene_75","gene_76","gene_77","gene_78","gene_79","gene_80","gene_81","gene_82","gene_83","gene_84","gene_85","gene_90","gene_91","gene_98","gene_110","gene_111","gene_130","gene_135","gene_169","gene_200","gene_201"
"OG0001556:","fig|1196095.99.peg.1596","fig|1196095.94.peg.1507","fig|1196095.102.peg.711","fig|1196095.97.peg.1587","fig|1196095.105.peg.1570","fig|1196095.133.peg.3092","fig|1196095.121.peg.950","fig|1196095.100.peg.1029","fig|1196095.109.peg.2361","fig|1196095.106.peg.1313","fig|1196095.134.peg.747","fig|1196095.120.peg.1910","fig|1196095.95.peg.1698","fig|1196095.117.peg.2135","fig|1196095.104.peg.1789","fig|1196095.98.peg.787","fig|1196095.101.peg.1761","fig|1196095.100.peg.1030","fig|1196095.110.peg.1146","fig|1196095.130.peg.871","fig|1196095.135.peg.2094","fig|1196095.103.peg.1501","fig|1196095.125.peg.1976","fig|1196095.96.peg.697","fig|1196095.128.peg.961","fig|1196095.118.peg.1226","fig|1196095.132.peg.1597","fig|1196095.127.peg.1600","fig|1196095.116.peg.855","fig|1196095.112.peg.1424","fig|1196095.107.peg.2061","fig|1196095.111.peg.1307","fig|1196095.119.peg.251","fig|1196095.126.peg.391","fig|1196095.124.peg.120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0001606:","fig|1196095.112.peg.1419","fig|1196095.102.peg.706","fig|1196095.128.peg.966","fig|1196095.100.peg.1035","fig|1196095.105.peg.1565","fig|1196095.109.peg.2366","fig|1196095.95.peg.1693","fig|1196095.110.peg.1558","fig|1196095.127.peg.1595","fig|1196095.106.peg.1318","fig|1196095.135.peg.2089","fig|1196095.97.peg.1592","fig|1196095.130.peg.866","fig|1196095.117.peg.2140","fig|1196095.103.peg.1506","fig|1196095.104.peg.1784","fig|1196095.98.peg.782","fig|1196095.101.peg.1756","fig|1196095.119.peg.246","fig|1196095.96.peg.692","fig|1196095.133.peg.2822","fig|1196095.120.peg.1915","fig|1196095.134.peg.752","fig|1196095.118.peg.1221","fig|1196095.99.peg.1601","fig|1196095.111.peg.1312","fig|1196095.124.peg.125","fig|1196095.121.peg.945","fig|1196095.132.peg.1602","fig|1196095.107.peg.2066","fig|1196095.125.peg.1981","fig|1196095.116.peg.860","fig|1196095.94.peg.1502","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0001611:","fig|1196095.133.peg.2133","fig|1196095.109.peg.2253","fig|1196095.97.peg.300","fig|1196095.133.peg.3068","fig|1196095.104.peg.2430","fig|1196095.95.peg.1319","fig|1196095.98.peg.816","fig|1196095.110.peg.2546","fig|1196095.130.peg.1570","fig|1196095.106.peg.2350","fig|1196095.134.peg.1487","fig|1196095.102.peg.342","fig|1196095.125.peg.1090","fig|1196095.111.peg.521","fig|1196095.105.peg.14","fig|1196095.120.peg.2061","fig|1196095.108.peg.671","fig|1196095.97.peg.201","fig|1196095.117.peg.1705","fig|1196095.115.peg.854","fig|1196095.131.peg.2021","fig|1196095.122.peg.703","fig|1196095.118.peg.1438","fig|1196095.94.peg.1328","fig|1196095.116.peg.2530","fig|1196095.99.peg.545","fig|1196095.123.peg.1154","fig|1196095.113.peg.1590","fig|1196095.107.peg.77","fig|1196095.96.peg.1640","fig|1196095.112.peg.2055","fig|1196095.124.peg.1585","fig|1196095.114.peg.1013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0001696:","fig|1196095.118.peg.598","fig|1196095.116.peg.2426","fig|1196095.102.peg.270","fig|1196095.102.peg.184","fig|1196095.116.peg.1996","fig|1196095.112.peg.1169","fig|1196095.118.peg.2403","fig|1196095.117.peg.906","fig|1196095.117.peg.2611","fig|1196095.106.peg.1691","fig|1196095.117.peg.907","fig|1196095.105.peg.1551","fig|1196095.105.peg.817","fig|1196095.117.peg.1955","fig|1196095.105.peg.1476","fig|1196095.105.peg.955","fig|1196095.105.peg.924","fig|1196095.105.peg.1849","fig|1196095.118.peg.2602","fig|1196095.118.peg.455","fig|1196095.117.peg.1584","fig|1196095.124.peg.537","fig|1196095.105.peg.231","fig|1196095.105.peg.1470","fig|1196095.124.peg.1721","fig|1196095.106.peg.801","fig|1196095.124.peg.2529","fig|1196095.116.peg.938","fig|1196095.105.peg.230","fig|1196095.102.peg.1438","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0001697:","fig|1196095.122.peg.1026","fig|1196095.134.peg.41","fig|1196095.126.peg.756","fig|1196095.111.peg.1809","fig|1196095.116.peg.595","fig|1196095.117.peg.937","fig|1196095.113.peg.1144","fig|1196095.107.peg.851","fig|1196095.119.peg.1667","fig|1196095.106.peg.973","fig|1196095.115.peg.1257","fig|1196095.130.peg.508","fig|1196095.130.peg.298","fig|1196095.128.peg.1652","fig|1196095.104.peg.840","fig|1196095.128.peg.116","fig|1196095.97.peg.978","fig|1196095.104.peg.2381","fig|1196095.127.peg.589","fig|1196095.132.peg.306","fig|1196095.110.peg.2244","fig|1196095.120.peg.428","fig|1196095.129.peg.2240","fig|1196095.118.peg.1588","fig|1196095.134.peg.581","fig|1196095.124.peg.2568","fig|1196095.120.peg.1309","fig|1196095.105.peg.2010","fig|1196095.134.peg.2142","fig|1196095.108.peg.519","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0001714:","fig|1196095.126.peg.761","fig|1196095.99.peg.1886","fig|1196095.98.peg.2161","fig|1196095.117.peg.942","fig|1196095.134.peg.39","fig|1196095.113.peg.1148","fig|1196095.98.peg.1864","fig|1196095.119.peg.1669","fig|1196095.107.peg.847","fig|1196095.106.peg.361","fig|1196095.106.peg.969","fig|1196095.111.peg.1806","fig|1196095.124.peg.2565","fig|1196095.97.peg.976","fig|1196095.110.peg.2117","fig|1196095.99.peg.1","fig|1196095.108.peg.523","fig|1196095.109.peg.622","fig|1196095.111.peg.420","fig|1196095.116.peg.599","fig|1196095.121.peg.1273","fig|1196095.105.peg.2007","fig|1196095.122.peg.1023","fig|1196095.120.peg.1311","fig|1196095.118.peg.1584","fig|1196095.109.peg.257","fig|1196095.108.peg.440","fig|1196095.110.peg.2242","fig|1196095.130.peg.1498","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0001773:","fig|1196095.118.peg.616","fig|1196095.131.peg.1596","fig|1196095.96.peg.2321","fig|1196095.99.peg.2260","fig|1196095.111.peg.1377","fig|1196095.133.peg.2796","fig|1196095.128.peg.2521","fig|1196095.121.peg.1626","fig|1196095.97.peg.1943","fig|1196095.106.peg.2322","fig|1196095.94.peg.2150","fig|1196095.98.peg.441","fig|1196095.132.peg.763","fig|1196095.124.peg.1126","fig|1196095.110.peg.1828","fig|1196095.95.peg.853","fig|1196095.105.peg.111","fig|1196095.109.peg.8","fig|1196095.102.peg.1481","fig|1196095.134.peg.2117","fig|1196095.129.peg.2197","fig|1196095.125.peg.1125","fig|1196095.127.peg.840","fig|1196095.112.peg.351","fig|1196095.130.peg.1731","fig|1196095.102.peg.1480","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0001797:","fig|1196095.111.peg.1032","fig|1196095.132.peg.878","fig|1196095.135.peg.222","fig|1196095.125.peg.1356","fig|1196095.121.peg.2760","fig|1196095.110.peg.2676","fig|1196095.105.peg.1158","fig|1196095.128.peg.388","fig|1196095.94.peg.416","fig|1196095.106.peg.547","fig|1196095.119.peg.999","fig|1196095.104.peg.912","fig|1196095.117.peg.351","fig|1196095.123.peg.1559","fig|1196095.115.peg.1170","fig|1196095.134.peg.223","fig|1196095.130.peg.2243","fig|1196095.116.peg.1705","fig|1196095.127.peg.963","fig|1196095.118.peg.1810","fig|1196095.122.peg.1524","fig|1196095.102.peg.2240","fig|1196095.124.peg.2361","fig|1196095.95.peg.731","fig|1196095.129.peg.1480","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0001804:","fig|1196095.134.peg.1742","fig|1196095.133.peg.3636","fig|1196095.122.peg.263","fig|1196095.131.peg.1541","fig|1196095.96.peg.209","fig|1196095.123.peg.1697","fig|1196095.104.peg.1292","fig|1196095.125.peg.1192","fig|1196095.121.peg.1689","fig|1196095.106.peg.453","fig|1196095.116.peg.406","fig|1196095.114.peg.1915","fig|1196095.127.peg.1742","fig|1196095.135.peg.2129","fig|1196095.110.peg.2619","fig|1196095.128.peg.2035","fig|1196095.130.peg.713","fig|1196095.105.peg.2452","fig|1196095.117.peg.2411","fig|1196095.129.peg.2127","fig|1196095.111.peg.2569","fig|1196095.118.peg.829","fig|1196095.132.peg.1417","fig|1196095.115.peg.472","fig|1196095.124.peg.1065","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0001933:","fig|1196095.105.peg.400","fig|1196095.94.peg.346","fig|1196095.116.peg.1373","fig|1196095.110.peg.2572","fig|1196095.124.peg.1019","fig|1196095.118.peg.980","fig|1196095.133.peg.2152","fig|1196095.129.peg.945","fig|1196095.113.peg.825","fig|1196095.106.peg.561","fig|1196095.104.peg.1341","fig|1196095.121.peg.1487","fig|1196095.131.peg.569","fig|1196095.132.peg.424","fig|1196095.111.peg.2522","fig|1196095.119.peg.671","fig|1196095.125.peg.2305","fig|1196095.96.peg.347","fig|1196095.95.peg.187","fig|1196095.117.peg.2274","fig|1196095.108.peg.1347","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0002063:","fig|1196095.110.peg.2375","fig|1196095.116.peg.2055","fig|1196095.96.peg.910","fig|1196095.121.peg.129","fig|1196095.124.peg.1419","fig|1196095.117.peg.2558","fig|1196095.111.peg.2113","fig|1196095.98.peg.271","fig|1196095.99.peg.250","fig|1196095.106.peg.2092","fig|1196095.104.peg.1938","fig|1196095.97.peg.479","fig|1196095.118.peg.303","fig|1196095.107.peg.1872","fig|1196095.112.peg.1682","fig|1196095.105.peg.2263","fig|1196095.125.peg.1778","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0002098:","fig|1196095.104.peg.2602","fig|1196095.118.peg.438","fig|1196095.125.peg.1872","fig|1196095.111.peg.1000","fig|1196095.96.peg.1130","fig|1196095.102.peg.1703","fig|1196095.117.peg.1596","fig|1196095.127.peg.563","fig|1196095.132.peg.331","fig|1196095.106.peg.514","fig|1196095.121.peg.1348","fig|1196095.116.peg.2007","fig|1196095.135.peg.2273","fig|1196095.124.peg.525","fig|1196095.105.peg.384","fig|1196095.110.peg.230","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0002107:","fig|1196095.118.peg.1067","fig|1196095.129.peg.477","fig|1196095.110.peg.941","fig|1196095.111.peg.887","fig|1196095.105.peg.905","fig|1196095.126.peg.838","fig|1196095.117.peg.224","fig|1196095.130.peg.147","fig|1196095.118.peg.167","fig|1196095.106.peg.820","fig|1196095.120.peg.1460","fig|1196095.111.peg.2652","fig|1196095.129.peg.587","fig|1196095.110.peg.1944","fig|1196095.104.peg.948","fig|1196095.116.peg.1084","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0002108:","fig|1196095.104.peg.969","fig|1196095.99.peg.48","fig|1196095.120.peg.1590","fig|1196095.124.peg.2527","fig|1196095.109.peg.1391","fig|1196095.110.peg.634","fig|1196095.96.peg.261","fig|1196095.107.peg.1989","fig|1196095.105.peg.921","fig|1196095.106.peg.856","fig|1196095.112.peg.1701","fig|1196095.116.peg.2423","fig|1196095.98.peg.1425","fig|1196095.118.peg.2599","fig|1196095.105.peg.1473","fig|1196095.118.peg.452","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0002116:","fig|1196095.116.peg.813","fig|1196095.110.peg.1106","fig|1196095.124.peg.75","fig|1196095.117.peg.2094","fig|1196095.111.peg.1267","fig|1196095.120.peg.1598","fig|1196095.109.peg.1384","fig|1196095.118.peg.1263","fig|1196095.96.peg.1112","fig|1196095.106.peg.1365","fig|1196095.112.peg.1693","fig|1196095.105.peg.453","fig|1196095.104.peg.1836","fig|1196095.107.peg.522","fig|1196095.99.peg.55","fig|1196095.98.peg.1417","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0002171:","fig|1196095.98.peg.1238","fig|1196095.111.peg.350","fig|1196095.104.peg.1104","fig|1196095.109.peg.125","fig|1196095.125.peg.1485","fig|1196095.117.peg.469","fig|1196095.116.peg.2719","fig|1196095.118.peg.236","fig|1196095.120.peg.1218","fig|1196095.106.peg.949","fig|1196095.121.peg.2630","fig|1196095.110.peg.29","fig|1196095.99.peg.2232","fig|1196095.105.peg.80","fig|1196095.124.peg.201","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0002208:","fig|1196095.108.peg.2177","fig|1196095.113.peg.1146","fig|1196095.116.peg.597","fig|1196095.124.peg.34","fig|1196095.122.peg.989","fig|1196095.126.peg.758","fig|1196095.117.peg.939","fig|1196095.108.peg.521","fig|1196095.97.peg.946","fig|1196095.106.peg.971","fig|1196095.107.peg.849","fig|1196095.120.peg.151","fig|1196095.120.peg.458","fig|1196095.102.peg.1634","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0002296:","fig|1196095.118.peg.2155","fig|1196095.107.peg.831","fig|1196095.110.peg.1568","fig|1196095.102.peg.1302","fig|1196095.111.peg.680","fig|1196095.108.peg.2161","fig|1196095.97.peg.1022","fig|1196095.100.peg.1495","fig|1196095.117.peg.62","fig|1196095.106.peg.954","fig|1196095.97.peg.96","fig|1196095.116.peg.443","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0002372:","fig|1196095.124.peg.1430","fig|1196095.124.peg.2706","fig|1196095.129.peg.1691","fig|1196095.116.peg.1351","fig|1196095.111.peg.135","fig|1196095.102.peg.1916","fig|1196095.110.peg.302","fig|1196095.94.peg.1923","fig|1196095.107.peg.615","fig|1196095.106.peg.1180","fig|1196095.101.peg.946","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0002381:","fig|1196095.94.peg.1930","fig|1196095.107.peg.696","fig|1196095.129.peg.1700","fig|1196095.110.peg.294","fig|1196095.107.peg.695","fig|1196095.111.peg.143","fig|1196095.101.peg.954","fig|1196095.116.peg.1358","fig|1196095.102.peg.1924","fig|1196095.106.peg.1188","fig|1196095.124.peg.2698","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0002397:","fig|1196095.118.peg.2361","fig|1196095.105.peg.1251","fig|1196095.104.peg.1171","fig|1196095.111.peg.772","fig|1196095.110.peg.2673","fig|1196095.116.peg.2093","fig|1196095.117.peg.36","fig|1196095.128.peg.2210","fig|1196095.124.peg.2089","fig|1196095.106.peg.37","fig|1196095.126.peg.1289","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0002409:","fig|1196095.111.peg.2589","fig|1196095.124.peg.2641","fig|1196095.104.peg.2365","fig|1196095.96.peg.130","fig|1196095.116.peg.1042","fig|1196095.117.peg.426","fig|1196095.110.peg.2323","fig|1196095.107.peg.1984","fig|1196095.118.peg.1014","fig|1196095.106.peg.1452","fig|1196095.121.peg.1212","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0002484:","fig|1196095.111.peg.777","fig|1196095.104.peg.1166","fig|1196095.105.peg.1246","fig|1196095.116.peg.2088","fig|1196095.110.peg.2668","fig|1196095.128.peg.2215","fig|1196095.117.peg.41","fig|1196095.118.peg.2355","fig|1196095.124.peg.2094","fig|1196095.106.peg.42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0002485:","fig|1196095.117.peg.40","fig|1196095.104.peg.1167","fig|1196095.111.peg.776","fig|1196095.105.peg.1247","fig|1196095.110.peg.2669","fig|1196095.128.peg.2214","fig|1196095.118.peg.2357","fig|1196095.124.peg.2093","fig|1196095.116.peg.2089","fig|1196095.106.peg.41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0002486:","fig|1196095.117.peg.39","fig|1196095.116.peg.2090","fig|1196095.110.peg.2670","fig|1196095.104.peg.1168","fig|1196095.111.peg.775","fig|1196095.128.peg.2213","fig|1196095.118.peg.2358","fig|1196095.124.peg.2092","fig|1196095.105.peg.1248","fig|1196095.106.peg.40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0000050:","fig|1196095.114.peg.279","fig|1196095.97.peg.1589","fig|1196095.112.peg.1422","fig|1196095.132.peg.495","fig|1196095.133.peg.3095","fig|1196095.130.peg.869","fig|1196095.96.peg.108","fig|1196095.111.peg.1309","fig|1196095.104.peg.1462","fig|1196095.131.peg.289","fig|1196095.106.peg.1315","fig|1196095.99.peg.1598","fig|1196095.106.peg.1093","fig|1196095.118.peg.1850","fig|1196095.104.peg.1787","fig|1196095.103.peg.1503","fig|1196095.133.peg.268","fig|1196095.127.peg.344","fig|1196095.134.peg.749","fig|1196095.130.peg.496","fig|1196095.107.peg.2063","fig|1196095.134.peg.1417","fig|1196095.121.peg.948","fig|1196095.125.peg.356","fig|1196095.105.peg.2342","fig|1196095.125.peg.1978","fig|1196095.128.peg.963","fig|1196095.127.peg.1598","fig|1196095.121.peg.2708","fig|1196095.133.peg.267","fig|1196095.94.peg.1505","fig|1196095.98.peg.785","fig|1196095.96.peg.695","fig|1196095.113.peg.1368","fig|1196095.100.peg.1032","fig|1196095.115.peg.1120","fig|1196095.109.peg.2363","fig|1196095.108.peg.852","fig|1196095.101.peg.1759","fig|1196095.102.peg.709","fig|1196095.135.peg.2092","fig|1196095.120.peg.1912","fig|1196095.117.peg.2137","fig|1196095.110.peg.1643","fig|1196095.132.peg.1599","fig|1196095.119.peg.457","fig|1196095.94.peg.468","fig|1196095.119.peg.249","fig|1196095.129.peg.1108","fig|1196095.116.peg.857","fig|1196095.102.peg.583","fig|1196095.130.peg.2185","fig|1196095.125.peg.1406","fig|1196095.133.peg.3188","fig|1196095.134.peg.287","fig|1196095.135.peg.2147","fig|1196095.95.peg.1696","fig|1196095.105.peg.1568","fig|1196095.110.peg.1148","fig|1196095.124.peg.122","fig|1196095.95.peg.783","fig|1196095.111.peg.1078","fig|1196095.118.peg.1224","fig|1196095.124.peg.2315","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0000051:","fig|1196095.111.peg.564","fig|1196095.124.peg.611","fig|1196095.97.peg.1834","fig|1196095.102.peg.2432","fig|1196095.96.peg.2040","fig|1196095.118.peg.740","fig|1196095.119.peg.548","fig|1196095.107.peg.553","fig|1196095.116.peg.1604","fig|1196095.96.peg.1248","fig|1196095.106.peg.545","fig|1196095.96.peg.1299","fig|1196095.104.peg.932","fig|1196095.116.peg.1787","fig|1196095.107.peg.1032","fig|1196095.119.peg.1620","fig|1196095.96.peg.1477","fig|1196095.97.peg.1326","fig|1196095.117.peg.1583","fig|1196095.107.peg.2042","fig|1196095.107.peg.2041","fig|1196095.96.peg.2394","fig|1196095.96.peg.2395","fig|1196095.117.peg.1233","fig|1196095.102.peg.262","fig|1196095.102.peg.245","fig|1196095.117.peg.875","fig|1196095.96.peg.2293","fig|1196095.117.peg.1388","fig|1196095.96.peg.1316","fig|1196095.117.peg.1987","fig|1196095.105.peg.1778","fig|1196095.116.peg.1152","fig|1196095.96.peg.1259","fig|1196095.117.peg.2055","fig|1196095.102.peg.734","fig|1196095.117.peg.415","fig|1196095.116.peg.2265","fig|1196095.116.peg.1458","fig|1196095.96.peg.559","fig|1196095.96.peg.555","fig|1196095.102.peg.1181","fig|1196095.97.peg.487","fig|1196095.107.peg.442","fig|1196095.118.peg.337","fig|1196095.118.peg.569","fig|1196095.117.peg.552","fig|1196095.96.peg.786","fig|1196095.96.peg.1680","fig|1196095.124.peg.959","fig|1196095.110.peg.860","fig|1196095.97.peg.1094","fig|1196095.116.peg.676","fig|1196095.117.peg.1413","fig|1196095.96.peg.2016","fig|1196095.96.peg.1012","fig|1196095.117.peg.852","fig|1196095.97.peg.500","fig|1196095.96.peg.2300","fig|1196095.96.peg.1249","fig|1196095.106.peg.2111","fig|1196095.116.peg.2171","fig|1196095.116.peg.1030","fig|1196095.116.peg.1031","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0000163:","fig|1196095.135.peg.267","fig|1196095.133.peg.2220","fig|1196095.128.peg.1537","fig|1196095.125.peg.1434","fig|1196095.110.peg.1666","fig|1196095.121.peg.2680","fig|1196095.115.peg.1092","fig|1196095.99.peg.1807","fig|1196095.133.peg.2873","fig|1196095.129.peg.1430","fig|1196095.106.peg.1729","fig|1196095.127.peg.893","fig|1196095.108.peg.1588","fig|1196095.124.peg.2293","fig|1196095.101.peg.659","fig|1196095.105.peg.1303","fig|1196095.112.peg.1769","fig|1196095.119.peg.1824","fig|1196095.114.peg.302","fig|1196095.102.peg.1579","fig|1196095.97.peg.124","fig|1196095.104.peg.760","fig|1196095.94.peg.2194","fig|1196095.134.peg.1445","fig|1196095.107.peg.2148","fig|1196095.131.peg.1323","fig|1196095.120.peg.1059","fig|1196095.118.peg.1872","fig|1196095.130.peg.2155","fig|1196095.107.peg.2147","fig|1196095.113.peg.270","fig|1196095.109.peg.1250","fig|1196095.103.peg.1325","fig|1196095.122.peg.1450","fig|1196095.116.peg.2243","fig|1196095.95.peg.808","fig|1196095.126.peg.1218","fig|1196095.132.peg.816","fig|1196095.96.peg.625","fig|1196095.123.peg.1492","fig|1196095.111.peg.1101","fig|1196095.100.peg.1582","fig|1196095.98.peg.1194","fig|1196095.117.peg.1064","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0000174:","fig|1196095.105.peg.2159","fig|1196095.133.peg.2401","fig|1196095.121.peg.1179","fig|1196095.127.peg.1319","fig|1196095.115.peg.1990","fig|1196095.128.peg.1287","fig|1196095.124.peg.867","fig|1196095.127.peg.1575","fig|1196095.121.peg.932","fig|1196095.133.peg.2973","fig|1196095.106.peg.1661","fig|1196095.115.peg.1050","fig|1196095.114.peg.59","fig|1196095.111.peg.1986","fig|1196095.128.peg.520","fig|1196095.122.peg.400","fig|1196095.131.peg.298","fig|1196095.131.peg.962","fig|1196095.115.peg.1984","fig|1196095.117.peg.778","fig|1196095.110.peg.1009","fig|1196095.116.peg.140","fig|1196095.108.peg.1073","fig|1196095.113.peg.1091","fig|1196095.111.peg.1987","fig|1196095.124.peg.866","fig|1196095.110.peg.1010","fig|1196095.131.peg.278","fig|1196095.118.peg.1305","fig|1196095.131.peg.581","fig|1196095.131.peg.582","fig|1196095.132.peg.1115","fig|1196095.129.peg.1118","fig|1196095.123.peg.209","fig|1196095.96.peg.2456","fig|1196095.128.peg.990","fig|1196095.125.peg.2348","fig|1196095.121.peg.2321","fig|1196095.104.peg.369","fig|1196095.125.peg.466","fig|1196095.125.peg.465","fig|1196095.94.peg.2127","fig|1196095.127.peg.2186","fig|1196095.128.peg.1240","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0000182:","fig|1196095.115.peg.1842","fig|1196095.94.peg.1038","fig|1196095.99.peg.2238","fig|1196095.131.peg.633","fig|1196095.110.peg.23","fig|1196095.107.peg.1144","fig|1196095.117.peg.463","fig|1196095.118.peg.230","fig|1196095.121.peg.2364","fig|1196095.124.peg.195","fig|1196095.106.peg.943","fig|1196095.128.peg.1212","fig|1196095.132.peg.1790","fig|1196095.103.peg.163","fig|1196095.101.peg.15","fig|1196095.114.peg.1212","fig|1196095.116.peg.2725","fig|1196095.108.peg.1760","fig|1196095.95.peg.911","fig|1196095.97.peg.525","fig|1196095.104.peg.1110","fig|1196095.130.peg.20","fig|1196095.113.peg.1632","fig|1196095.129.peg.217","fig|1196095.111.peg.344","fig|1196095.133.peg.2573","fig|1196095.127.peg.1163","fig|1196095.122.peg.1340","fig|1196095.98.peg.1232","fig|1196095.123.peg.669","fig|1196095.105.peg.74","fig|1196095.96.peg.2164","fig|1196095.115.peg.29","fig|1196095.100.peg.56","fig|1196095.120.peg.1212","fig|1196095.126.peg.600","fig|1196095.134.peg.493","fig|1196095.109.peg.119","fig|1196095.125.peg.657","fig|1196095.112.peg.1918","fig|1196095.135.peg.955","fig|1196095.102.peg.1863","fig|1196095.119.peg.202","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
